Date,Wafer,Band,Row,Col,Width_nm,Length_um,ER_dB,IL_dB,Vpi_V,Vpi_L_V_cm,R2_dlam_vs_V,quality_grade,imbalance_dB,mzm_loss_dB,overall,vpi_extraction,er_phys,il_phys,vpi_phys,er_z,il_z,vpi_z,linearity,imbalance,loss,notes,figures
2019-07-12,D08,C,0,2,450,500,36.498,-9.744,34.82,1.741,0.9866,B,0.26,0.331,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-12/C-band/D08/(0,2).png"
2019-07-12,D08,C,2,-3,450,500,38.493,-11.849,35.05,1.7525,0.9796,B,0.21,0.053,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-12/C-band/D08/(2,-3).png"
2019-07-12,D08,C,2,-1,450,500,39.186,-9.867,33.45,1.6725,0.9955,A,0.19,-0.092,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-12/C-band/D08/(2,-1).png"
2019-07-12,D08,C,2,2,450,500,36.272,-11.982,34.25,1.7125,0.9926,A,0.27,0.117,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-12/C-band/D08/(2,2).png"
2019-07-12,D08,C,3,0,450,500,37.102,-10.264,34.38,1.719,0.974,B,0.24,0.085,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-12/C-band/D08/(3,0).png"
2019-07-15,D07,C,-4,-1,450,500,34.371,-10.923,32.63,1.6315,0.9685,B,0.33,0.739,WARN,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,PASS,PASS,Vpi_V Robust Z = -3.82 (|z|>3),"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(-4,-1).png"
2019-07-15,D07,C,-3,-3,450,500,39.212,-9.741,35.35,1.7675,0.983,B,0.19,0.826,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(-3,-3).png"
2019-07-15,D07,C,-3,0,450,500,38.696,-9.875,36.11,1.8055,0.9828,B,0.2,0.641,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(-3,0).png"
2019-07-15,D07,C,-3,2,450,500,36.72,-12.361,34.56,1.728,0.9785,B,0.25,0.832,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(-3,2).png"
2019-07-15,D07,C,-1,-3,450,500,38.416,-9.987,34.91,1.7455,0.9965,A,0.21,0.749,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(-1,-3).png"
2019-07-15,D07,C,-1,-1,450,500,36.597,-10.028,34.86,1.743,0.9954,A,0.26,0.217,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(-1,-1).png"
2019-07-15,D07,C,-1,3,450,500,36.881,-10.702,31.31,1.5655,0.9816,B,0.25,0.687,WARN,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,PASS,PASS,Vpi_V Robust Z = -6.08 (|z|>3),"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(-1,3).png"
2019-07-15,D07,C,0,-4,450,500,38.014,-11.385,34.44,1.722,0.9818,B,0.22,0.338,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(0,-4).png"
2019-07-15,D07,C,0,0,450,500,37.603,-10.471,35.47,1.7735,0.9756,B,0.23,0.245,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(0,0).png"
2019-07-15,D07,C,0,2,450,500,36.939,-9.158,34.99,1.7495,0.9651,B,0.25,0.34,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(0,2).png"
2019-07-15,D07,C,2,-3,450,500,40.336,-10.869,35.07,1.7535,0.9772,B,0.17,0.079,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(2,-3).png"
2019-07-15,D07,C,2,-1,450,500,37.159,-9.427,29.68,1.484,0.9777,B,0.24,0.212,WARN,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,PASS,PASS,Vpi_V Robust Z = -8.86 (|z|>3),"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(2,-1).png"
2019-07-15,D07,C,2,2,450,500,37.279,-10.442,34.88,1.744,0.9948,A,0.24,-0.038,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(2,2).png"
2019-07-15,D07,C,3,0,450,500,36.389,-9.808,34.51,1.7255,0.9721,B,0.26,0.269,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,"/Users/gimhanseo/Desktop/공프/자동분석폴더/res/figures_per_die/2019-07-15/C-band/D07/(3,0).png"
